Age,HeadCircumference,ShoulderWidth,ChestWidth ,Belly ,Waist ,Hips ,ArmLength ,ShoulderToWaist ,WaistToKnee ,LegLength,TotalHeight,Gender_2.0
0.7073170731707317,0.6363636363636362,0.5833333333333334,0.7,0.43333333333333335,0.33333333333333326,0.4545454545454546,0.6818181818181819,0.8,0.84,0.35135135135135137,0.5892857142857142,0.0
0.6585365853658537,0.36363636363636354,0.75,0.55,0.43333333333333335,0.5277777777777777,0.5454545454545454,0.9545454545454546,0.7333333333333333,0.84,0.2972972972972973,0.6607142857142858,0.0
0.6341463414634146,0.5454545454545454,0.5833333333333334,0.5,0.30000000000000004,0.22222222222222224,0.24242424242424246,0.6363636363636365,0.5666666666666667,0.4,0.24324324324324326,0.6071428571428572,1.0
0.6829268292682927,0.4545454545454546,0.6666666666666666,0.6,0.19999999999999998,0.4722222222222222,0.21212121212121213,0.7727272727272727,0.6666666666666666,0.64,0.3243243243243243,0.46428571428571425,0.0
0.5121951219512195,0.18181818181818166,0.625,0.6,0.30000000000000004,0.38888888888888884,0.33333333333333326,0.590909090909091,0.7666666666666667,0.6799999999999999,0.27027027027027034,0.7321428571428572,1.0
0.4146341463414634,0.9090909090909092,0.5416666666666666,0.5,0.4,0.2777777777777778,0.6363636363636364,0.7272727272727273,0.8,0.4,0.24324324324324326,0.5357142857142858,1.0
0.6097560975609756,0.2727272727272727,0.45833333333333337,0.65,0.4,0.5833333333333333,0.6060606060606061,0.5454545454545454,0.6,0.6,0.27027027027027034,0.6964285714285714,0.0
0.5365853658536586,0.09090909090909083,0.5,0.7,0.43333333333333335,0.5555555555555555,0.33333333333333326,0.3636363636363637,0.8333333333333334,0.64,0.27027027027027034,0.37499999999999994,0.0
0.6829268292682927,0.09090909090909083,0.9999999999999999,0.55,0.33333333333333337,0.5277777777777777,0.696969696969697,0.45454545454545453,0.8,0.5599999999999999,0.21621621621621623,0.5535714285714286,1.0
0.8292682926829268,0.7272727272727271,0.7083333333333334,0.6,0.23333333333333336,0.4444444444444444,0.6060606060606061,0.5,0.5333333333333333,0.6,0.2972972972972973,0.5357142857142858,0.0
0.6829268292682927,0.5454545454545454,0.625,0.55,0.4,0.5,0.4242424242424242,0.590909090909091,0.6333333333333333,0.5599999999999999,0.35135135135135137,0.7142857142857144,1.0
0.7073170731707317,0.36363636363636354,0.5416666666666666,0.6,0.43333333333333335,0.611111111111111,0.6363636363636364,0.7272727272727273,0.7,0.52,0.40540540540540543,0.49999999999999994,1.0
0.46341463414634143,0.8181818181818179,0.7083333333333334,0.55,0.3666666666666667,0.4444444444444444,0.36363636363636365,0.5454545454545454,0.8666666666666667,0.52,0.27027027027027034,0.5714285714285714,1.0
0.6341463414634146,0.36363636363636354,0.45833333333333337,0.7,0.19999999999999998,0.5,0.33333333333333326,0.5454545454545454,0.9,0.52,0.24324324324324326,0.6785714285714286,0.0
0.5609756097560976,0.09090909090909083,0.6666666666666666,0.5,0.13333333333333333,0.6388888888888888,0.4545454545454546,0.5454545454545454,0.6,0.84,0.16216216216216217,0.7321428571428572,0.0
0.7073170731707317,0.5454545454545454,0.5833333333333334,0.75,0.23333333333333336,0.4722222222222222,0.4242424242424242,0.3636363636363637,0.6333333333333333,0.6799999999999999,0.2972972972972973,0.7142857142857144,0.0
0.6829268292682927,0.2727272727272727,0.45833333333333337,0.6,0.33333333333333337,0.4444444444444444,0.5151515151515151,0.590909090909091,0.8,0.52,0.10810810810810811,0.41071428571428575,0.0
0.8292682926829268,0.9090909090909092,0.5833333333333334,0.6,0.33333333333333337,0.4722222222222222,0.36363636363636365,0.7272727272727273,0.6,0.5599999999999999,0.3243243243243243,0.5357142857142858,1.0
0.6341463414634146,0.5454545454545454,0.7083333333333334,0.5,0.43333333333333335,0.5555555555555555,0.696969696969697,0.3636363636363637,0.6333333333333333,0.84,0.0,0.46428571428571425,0.0
0.6097560975609756,0.09090909090909083,0.75,0.55,0.30000000000000004,0.611111111111111,0.36363636363636365,0.6818181818181819,0.5666666666666667,0.6799999999999999,0.10810810810810811,0.625,0.0
0.5609756097560976,0.0,0.625,0.55,0.33333333333333337,0.38888888888888884,0.3939393939393939,0.5,0.8333333333333334,0.6799999999999999,0.3243243243243243,0.6785714285714286,0.0
0.46341463414634143,0.09090909090909083,0.5,0.6,0.4,0.36111111111111105,0.4242424242424242,0.5454545454545454,0.6,0.6799999999999999,0.2972972972972973,0.7321428571428572,1.0
0.7073170731707317,0.4545454545454546,0.5416666666666666,0.55,0.4666666666666667,0.4444444444444444,0.48484848484848486,0.3636363636363637,0.5333333333333333,0.6799999999999999,0.24324324324324326,0.6785714285714286,0.0
0.8292682926829268,0.18181818181818166,0.5833333333333334,0.6,0.16666666666666666,0.41666666666666663,0.5151515151515151,0.590909090909091,0.9,0.64,0.3243243243243243,0.6964285714285714,0.0
0.7317073170731707,0.36363636363636354,0.45833333333333337,0.7,0.30000000000000004,0.5555555555555555,0.4242424242424242,0.8181818181818183,0.8666666666666667,0.76,0.27027027027027034,0.46428571428571425,1.0
0.6341463414634146,0.18181818181818166,0.75,0.5,0.23333333333333336,0.4444444444444444,0.696969696969697,0.45454545454545453,0.8666666666666667,0.28,0.5945945945945947,0.19642857142857145,0.0
0.6829268292682927,0.36363636363636354,0.6666666666666666,0.7,0.30000000000000004,0.4444444444444444,0.4242424242424242,0.590909090909091,0.9,0.31999999999999995,0.3243243243243243,0.25000000000000006,0.0
0.6341463414634146,0.8181818181818179,0.625,0.5,0.33333333333333337,0.4722222222222222,0.4242424242424242,0.45454545454545453,0.7666666666666667,0.31999999999999995,0.5135135135135136,0.7321428571428572,1.0
0.4146341463414634,0.0,0.7083333333333334,0.5,0.33333333333333337,0.5,0.4242424242424242,0.5,0.5333333333333333,0.31999999999999995,0.810810810810811,0.46428571428571425,0.0
0.46341463414634143,0.36363636363636354,0.625,0.6,0.43333333333333335,0.24999999999999997,0.48484848484848486,0.590909090909091,0.6,0.4,0.5135135135135136,0.5178571428571428,0.0
0.5609756097560976,0.18181818181818166,0.7083333333333334,0.65,0.43333333333333335,0.24999999999999997,0.5151515151515151,0.5454545454545454,0.6333333333333333,0.5599999999999999,0.35135135135135137,0.37499999999999994,1.0
0.5121951219512195,0.2727272727272727,0.5,0.5,0.4666666666666667,0.2777777777777778,0.6363636363636364,0.5454545454545454,0.6666666666666666,0.5599999999999999,0.3243243243243243,0.5178571428571428,1.0
0.5609756097560976,0.4545454545454546,0.5416666666666666,0.55,0.4666666666666667,0.3055555555555556,0.3939393939393939,0.5454545454545454,0.5,0.52,0.2972972972972973,0.5178571428571428,1.0
0.5853658536585366,0.6363636363636362,0.5416666666666666,0.55,0.23333333333333336,0.3055555555555556,0.6363636363636364,0.5,0.6,0.52,0.48648648648648657,0.7321428571428572,0.0
0.4878048780487805,0.7272727272727271,0.5416666666666666,0.55,0.23333333333333336,0.4444444444444444,0.3939393939393939,0.590909090909091,0.5666666666666667,0.5599999999999999,0.21621621621621623,0.6428571428571428,1.0
0.5853658536585366,0.6363636363636362,0.5416666666666666,0.8,0.16666666666666666,0.4444444444444444,0.4242424242424242,0.7272727272727273,0.5333333333333333,0.48,0.24324324324324326,0.5714285714285714,1.0
0.5121951219512195,0.4545454545454546,0.5833333333333334,0.8,0.19999999999999998,0.33333333333333326,0.48484848484848486,0.6818181818181819,0.5333333333333333,0.5599999999999999,0.27027027027027034,0.5892857142857142,1.0
0.4878048780487805,0.36363636363636354,0.6666666666666666,0.7,0.19999999999999998,0.33333333333333326,0.36363636363636365,0.590909090909091,0.5333333333333333,0.5599999999999999,0.5675675675675675,0.6071428571428572,0.0
0.43902439024390244,0.36363636363636354,0.6666666666666666,0.75,0.2666666666666667,0.33333333333333326,0.33333333333333326,0.6363636363636365,0.5666666666666667,0.52,0.2972972972972973,0.7142857142857144,0.0
0.3902439024390244,0.36363636363636354,0.7083333333333334,0.7,0.2666666666666667,0.3055555555555556,0.36363636363636365,0.590909090909091,0.5666666666666667,0.5599999999999999,0.5135135135135136,0.5535714285714286,0.0
0.5853658536585366,1.0,0.5,0.4,0.4666666666666667,0.38888888888888884,0.36363636363636365,0.5454545454545454,0.6333333333333333,0.6799999999999999,0.3243243243243243,0.35714285714285715,1.0
0.7073170731707317,1.0,0.41666666666666663,0.44999999999999996,0.43333333333333335,0.41666666666666663,0.3939393939393939,0.5,0.6333333333333333,0.52,0.3243243243243243,0.6785714285714286,0.0
0.6829268292682927,0.36363636363636354,0.625,0.19999999999999996,0.3666666666666667,0.5,0.36363636363636365,0.6363636363636365,0.5333333333333333,0.5599999999999999,0.35135135135135137,0.44642857142857145,1.0
0.6585365853658537,0.4545454545454546,0.5833333333333334,0.5,0.43333333333333335,0.5277777777777777,0.696969696969697,0.6363636363636365,0.5333333333333333,0.5599999999999999,0.37837837837837845,0.49999999999999994,0.0
0.7073170731707317,0.6363636363636362,0.45833333333333337,0.5,0.3666666666666667,0.5277777777777777,0.36363636363636365,0.5,0.5666666666666667,0.52,0.37837837837837845,0.6785714285714286,0.0
0.5853658536585366,0.36363636363636354,0.7083333333333334,0.5,0.4666666666666667,0.5833333333333333,0.33333333333333326,0.5454545454545454,0.8333333333333334,0.6,0.13513513513513514,0.6964285714285714,0.0
